,deal_id,snapshot_date,stage,forecast_category,amount,close_date,owner_id,stage_change,stage_start_date,days_in_stage,stalled
5451,deal_355,2024-07-01,Proposal,Best Case,26861,2024-07-10,owner_5,False,2024-05-13,49,True
5452,deal_355,2024-07-08,Negotiation,Commit,26861,2024-07-10,owner_5,True,2024-07-08,0,False
2871,deal_356,2024-01-15,Prospecting,Pipeline,33543,2024-03-03,owner_13,True,2024-01-15,0,False
2872,deal_356,2024-01-22,Prospecting,Pipeline,36492,2024-03-03,owner_13,False,2024-01-15,7,False
2873,deal_356,2024-01-29,Qualification,Pipeline,33855,2024-03-03,owner_13,True,2024-01-29,0,False
2874,deal_356,2024-02-05,Proposal,Best Case,31017,2024-03-03,owner_13,True,2024-02-05,0,False
2875,deal_356,2024-02-12,Proposal,Best Case,36628,2024-03-03,owner_13,False,2024-02-05,7,False
2876,deal_356,2024-02-19,Negotiation,Best Case,32759,2024-03-03,owner_13,True,2024-02-19,0,False
2877,deal_356,2024-02-26,Closed Won,Closed,37699,2024-03-03,owner_13,True,2024-02-26,0,False
972,deal_357,2024-08-26,Prospecting,Pipeline,44578,2024-10-22,owner_10,True,2024-08-26,0,False
973,deal_357,2024-09-02,Prospecting,Pipeline,51730,2025-01-22,owner_10,False,2024-08-26,7,False
974,deal_357,2024-09-09,Prospecting,Pipeline,54065,2024-09-22,owner_10,False,2024-08-26,14,False
975,deal_357,2024-09-16,Prospecting,Pipeline,52026,2024-09-22,owner_10,False,2024-08-26,21,False
976,deal_357,2024-09-23,Prospecting,Pipeline,57800,2025-01-22,owner_10,False,2024-08-26,28,False
977,deal_357,2024-09-30,Prospecting,Pipeline,44155,2024-09-22,owner_10,False,2024-08-26,35,True
978,deal_357,2024-10-07,Qualification,Pipeline,46674,2025-01-22,owner_10,True,2024-10-07,0,False
979,deal_357,2024-10-14,Qualification,Pipeline,49854,2024-09-22,owner_10,False,2024-10-07,7,False
980,deal_357,2024-10-21,Qualification,Pipeline,60252,2024-12-22,owner_10,False,2024-10-07,14,False
981,deal_357,2024-10-28,Qualification,Pipeline,52605,2024-12-22,owner_10,False,2024-10-07,21,False
982,deal_357,2024-11-04,Qualification,Pipeline,48079,2024-09-22,owner_10,False,2024-10-07,28,False
983,deal_357,2024-11-11,Qualification,Pipeline,42227,2024-12-22,owner_10,False,2024-10-07,35,True
984,deal_357,2024-11-18,Proposal,Best Case,50437,2024-11-22,owner_10,True,2024-11-18,0,False
6887,deal_358,2024-11-18,Prospecting,Pipeline,58342,2025-02-07,owner_7,True,2024-11-18,0,False
6888,deal_358,2024-11-25,Prospecting,Pipeline,60697,2025-03-07,owner_7,False,2024-11-18,7,False
6889,deal_358,2024-12-02,Qualification,Pipeline,48601,2024-11-07,owner_7,True,2024-12-02,0,False
6890,deal_358,2024-12-09,Qualification,Pipeline,46148,2025-03-07,owner_7,False,2024-12-02,7,False
6891,deal_358,2024-12-16,Proposal,Best Case,51336,2024-12-07,owner_7,True,2024-12-16,0,False
6892,deal_358,2024-12-23,Proposal,Best Case,45665,2025-03-07,owner_7,False,2024-12-16,7,False
6893,deal_358,2024-12-30,Negotiation,Best Case,62637,2025-02-07,owner_7,True,2024-12-30,0,False
6894,deal_358,2025-01-06,Closed Won,Closed,53559,2025-01-07,owner_7,True,2025-01-06,0,False
4509,deal_359,2024-08-12,Prospecting,Pipeline,16167,2024-11-16,owner_4,True,2024-08-12,0,False
4510,deal_359,2024-08-19,Prospecting,Pipeline,16908,2024-11-16,owner_4,False,2024-08-12,7,False
4511,deal_359,2024-08-26,Prospecting,Pipeline,12268,2024-11-16,owner_4,False,2024-08-12,14,False
4512,deal_359,2024-09-02,Prospecting,Pipeline,13855,2024-11-16,owner_4,False,2024-08-12,21,False
4513,deal_359,2024-09-09,Prospecting,Pipeline,15835,2024-11-16,owner_4,False,2024-08-12,28,False
4514,deal_359,2024-09-16,Prospecting,Pipeline,14212,2024-11-16,owner_4,False,2024-08-12,35,True
4515,deal_359,2024-09-23,Prospecting,Pipeline,12738,2024-11-16,owner_4,False,2024-08-12,42,True
4516,deal_359,2024-09-30,Qualification,Pipeline,16296,2024-11-16,owner_4,True,2024-09-30,0,False
4517,deal_359,2024-10-07,Qualification,Pipeline,13135,2024-11-16,owner_4,False,2024-09-30,7,False
4518,deal_359,2024-10-14,Qualification,Pipeline,15228,2024-11-16,owner_4,False,2024-09-30,14,False
4519,deal_359,2024-10-21,Qualification,Pipeline,16179,2024-11-16,owner_4,False,2024-09-30,21,False
4520,deal_359,2024-10-28,Qualification,Pipeline,12064,2024-11-16,owner_4,False,2024-09-30,28,False
4521,deal_359,2024-11-04,Qualification,Pipeline,12390,2024-11-16,owner_4,False,2024-09-30,35,True
4522,deal_359,2024-11-11,Proposal,Best Case,14600,2024-11-16,owner_4,True,2024-11-11,0,False
7728,deal_36,2024-09-30,Prospecting,Pipeline,63173,2024-11-03,owner_9,True,2024-09-30,0,False
7729,deal_36,2024-10-07,Prospecting,Pipeline,63173,2024-11-03,owner_9,False,2024-09-30,7,False
7730,deal_36,2024-10-14,Prospecting,Pipeline,63173,2024-11-03,owner_9,False,2024-09-30,14,False
7731,deal_36,2024-10-21,Prospecting,Pipeline,63173,2024-11-03,owner_9,False,2024-09-30,21,False
7732,deal_36,2024-10-28,Qualification,Pipeline,63173,2024-11-03,owner_9,True,2024-10-28,0,False
985,deal_360,2024-11-18,Prospecting,Pipeline,120194,2025-04-11,owner_10,True,2024-11-18,0,False
986,deal_360,2024-11-25,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,7,False
987,deal_360,2024-12-02,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,14,False
988,deal_360,2024-12-09,Prospecting,Pipeline,120194,2025-03-11,owner_10,False,2024-11-18,21,False
989,deal_360,2024-12-16,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,28,False
990,deal_360,2024-12-23,Prospecting,Pipeline,120194,2025-03-11,owner_10,False,2024-11-18,35,True
991,deal_360,2024-12-30,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,42,True
992,deal_360,2025-01-06,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,49,True
993,deal_360,2025-01-13,Prospecting,Pipeline,120194,2025-03-11,owner_10,False,2024-11-18,56,True
994,deal_360,2025-01-20,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,63,True
995,deal_360,2025-01-27,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,70,True
996,deal_360,2025-02-03,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,77,True
997,deal_360,2025-02-10,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,84,True
998,deal_360,2025-02-17,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,91,True
999,deal_360,2025-02-24,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,98,True
1000,deal_360,2025-03-03,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,105,True
1001,deal_360,2025-03-10,Prospecting,Pipeline,120194,2025-06-11,owner_10,False,2024-11-18,112,True
1002,deal_360,2025-03-17,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,119,True
1003,deal_360,2025-03-24,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,126,True
1004,deal_360,2025-03-31,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,133,True
1005,deal_360,2025-04-07,Prospecting,Pipeline,120194,2025-04-11,owner_10,False,2024-11-18,140,True
1006,deal_360,2025-04-14,Prospecting,Pipeline,120194,2025-03-11,owner_10,False,2024-11-18,147,True
1007,deal_360,2025-04-21,Prospecting,Pipeline,120194,2025-03-11,owner_10,False,2024-11-18,154,True
1008,deal_360,2025-04-28,Prospecting,Pipeline,120194,2025-07-11,owner_10,False,2024-11-18,161,True
1009,deal_360,2025-05-05,Qualification,Pipeline,120194,2025-05-11,owner_10,True,2025-05-05,0,False
6366,deal_361,2024-10-21,Prospecting,Pipeline,24328,2024-12-23,owner_6,True,2024-10-21,0,False
6367,deal_361,2024-10-28,Prospecting,Pipeline,25872,2024-09-23,owner_6,False,2024-10-21,7,False
6368,deal_361,2024-11-04,Qualification,Pipeline,27589,2024-10-23,owner_6,True,2024-11-04,0,False
6369,deal_361,2024-11-11,Proposal,Best Case,22467,2025-01-23,owner_6,True,2024-11-11,0,False
6370,deal_361,2024-11-18,Negotiation,Commit,25021,2024-11-23,owner_6,True,2024-11-18,0,False
3468,deal_363,2024-04-15,Prospecting,Pipeline,18514,2024-05-04,owner_2,True,2024-04-15,0,False
3469,deal_363,2024-04-22,Qualification,Pipeline,19871,2024-05-04,owner_2,True,2024-04-22,0,False
3470,deal_363,2024-04-29,Proposal,Best Case,20021,2024-05-04,owner_2,True,2024-04-29,0,False
3471,deal_364,2024-09-02,Prospecting,Pipeline,16998,2024-12-30,owner_2,True,2024-09-02,0,False
3472,deal_364,2024-09-09,Prospecting,Pipeline,16592,2024-09-30,owner_2,False,2024-09-02,7,False
3473,deal_364,2024-09-16,Prospecting,Pipeline,23138,2024-12-30,owner_2,False,2024-09-02,14,False
3474,deal_364,2024-09-23,Prospecting,Pipeline,18285,2025-01-30,owner_2,False,2024-09-02,21,False
3475,deal_364,2024-09-30,Qualification,Pipeline,20364,2025-01-30,owner_2,True,2024-09-30,0,False
3476,deal_364,2024-10-07,Qualification,Pipeline,22077,2024-10-30,owner_2,False,2024-09-30,7,False
3477,deal_364,2024-10-14,Qualification,Pipeline,16576,2024-10-30,owner_2,False,2024-09-30,14,False
3478,deal_364,2024-10-21,Qualification,Pipeline,20650,2024-12-30,owner_2,False,2024-09-30,21,False
3479,deal_364,2024-10-28,Proposal,Best Case,19016,2025-01-30,owner_2,True,2024-10-28,0,False
3480,deal_364,2024-11-04,Proposal,Best Case,20551,2025-01-30,owner_2,False,2024-10-28,7,False
3481,deal_364,2024-11-11,Proposal,Best Case,22067,2024-10-30,owner_2,False,2024-10-28,14,False
3482,deal_364,2024-11-18,Proposal,Best Case,15907,2025-01-30,owner_2,False,2024-10-28,21,False
3483,deal_364,2024-11-25,Negotiation,Best Case,19856,2024-11-30,owner_2,True,2024-11-25,0,False
6371,deal_365,2025-01-13,Prospecting,Pipeline,59395,2025-04-10,owner_6,True,2025-01-13,0,False
6372,deal_365,2025-01-20,Prospecting,Pipeline,59395,2025-04-10,owner_6,False,2025-01-13,7,False
6373,deal_365,2025-01-27,Qualification,Pipeline,59395,2025-04-10,owner_6,True,2025-01-27,0,False
6374,deal_365,2025-02-03,Qualification,Pipeline,59395,2025-01-10,owner_6,False,2025-01-27,7,False
6375,deal_365,2025-02-10,Proposal,Best Case,59395,2025-02-10,owner_6,True,2025-02-10,0,False
6376,deal_365,2025-02-17,Proposal,Best Case,59395,2025-04-10,owner_6,False,2025-02-10,7,False
6377,deal_365,2025-02-24,Negotiation,Best Case,59395,2025-02-10,owner_6,True,2025-02-24,0,False
6378,deal_365,2025-03-03,Negotiation,Best Case,59395,2025-01-10,owner_6,False,2025-02-24,7,False
6379,deal_365,2025-03-10,Closed Won,Closed,59395,2025-03-10,owner_6,True,2025-03-10,0,False
8048,deal_366,2024-12-23,Prospecting,Pipeline,21069,2025-07-08,owner_9,True,2024-12-23,0,False
8049,deal_366,2024-12-30,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,7,False
8050,deal_366,2025-01-06,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,14,False
8051,deal_366,2025-01-13,Prospecting,Pipeline,21069,2025-04-08,owner_9,False,2024-12-23,21,False
8052,deal_366,2025-01-20,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,28,False
8053,deal_366,2025-01-27,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,35,True
8054,deal_366,2025-02-03,Prospecting,Pipeline,21069,2025-03-08,owner_9,False,2024-12-23,42,True
8055,deal_366,2025-02-10,Prospecting,Pipeline,21069,2025-03-08,owner_9,False,2024-12-23,49,True
8056,deal_366,2025-02-17,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,56,True
8057,deal_366,2025-02-24,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,63,True
8058,deal_366,2025-03-03,Prospecting,Pipeline,21069,2025-03-08,owner_9,False,2024-12-23,70,True
8059,deal_366,2025-03-10,Prospecting,Pipeline,21069,2025-03-08,owner_9,False,2024-12-23,77,True
8060,deal_366,2025-03-17,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,84,True
8061,deal_366,2025-03-24,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,91,True
8062,deal_366,2025-03-31,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,98,True
8063,deal_366,2025-04-07,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,105,True
8064,deal_366,2025-04-14,Prospecting,Pipeline,21069,2025-06-08,owner_9,False,2024-12-23,112,True
8065,deal_366,2025-04-21,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,119,True
8066,deal_366,2025-04-28,Prospecting,Pipeline,21069,2025-07-08,owner_9,False,2024-12-23,126,True
8067,deal_366,2025-05-05,Prospecting,Pipeline,21069,2025-05-08,owner_9,False,2024-12-23,133,True
3484,deal_367,2024-04-08,Prospecting,Pipeline,50741,2024-10-16,owner_2,True,2024-04-08,0,False
3485,deal_367,2024-04-15,Prospecting,Pipeline,50741,2024-09-16,owner_2,False,2024-04-08,7,False
3486,deal_367,2024-04-22,Prospecting,Pipeline,50741,2024-06-16,owner_2,False,2024-04-08,14,False
3487,deal_367,2024-04-29,Prospecting,Pipeline,50741,2024-06-16,owner_2,False,2024-04-08,21,False
3488,deal_367,2024-05-06,Prospecting,Pipeline,50741,2024-06-16,owner_2,False,2024-04-08,28,False
3489,deal_367,2024-05-13,Qualification,Pipeline,50741,2024-07-16,owner_2,True,2024-05-13,0,False
3490,deal_367,2024-05-20,Qualification,Pipeline,50741,2024-09-16,owner_2,False,2024-05-13,7,False
3491,deal_367,2024-05-27,Qualification,Pipeline,50741,2024-07-16,owner_2,False,2024-05-13,14,False
3492,deal_367,2024-06-03,Qualification,Pipeline,50741,2024-09-16,owner_2,False,2024-05-13,21,False
3493,deal_367,2024-06-10,Proposal,Best Case,50741,2024-07-16,owner_2,True,2024-06-10,0,False
3494,deal_367,2024-06-17,Proposal,Best Case,50741,2024-10-16,owner_2,False,2024-06-10,7,False
3495,deal_367,2024-06-24,Proposal,Best Case,50741,2024-10-16,owner_2,False,2024-06-10,14,False
3496,deal_367,2024-07-01,Proposal,Best Case,50741,2024-07-16,owner_2,False,2024-06-10,21,False
3497,deal_367,2024-07-08,Proposal,Best Case,50741,2024-06-16,owner_2,False,2024-06-10,28,False
3498,deal_367,2024-07-15,Negotiation,Best Case,50741,2024-09-16,owner_2,True,2024-07-15,0,False
3499,deal_367,2024-07-22,Negotiation,Best Case,50741,2024-10-16,owner_2,False,2024-07-15,7,False
3500,deal_367,2024-07-29,Negotiation,Best Case,50741,2024-07-16,owner_2,False,2024-07-15,14,False
3501,deal_367,2024-08-05,Negotiation,Best Case,50741,2024-10-16,owner_2,False,2024-07-15,21,False
3502,deal_367,2024-08-12,Closed Won,Closed,50741,2024-08-16,owner_2,True,2024-08-12,0,False
1487,deal_368,2024-04-22,Prospecting,Pipeline,34885,2024-07-29,owner_11,True,2024-04-22,0,False
1488,deal_368,2024-04-29,Prospecting,Pipeline,45046,2024-07-29,owner_11,False,2024-04-22,7,False
1489,deal_368,2024-05-06,Prospecting,Pipeline,34629,2024-07-29,owner_11,False,2024-04-22,14,False
1490,deal_368,2024-05-13,Prospecting,Pipeline,39829,2024-07-29,owner_11,False,2024-04-22,21,False
1491,deal_368,2024-05-20,Prospecting,Pipeline,50280,2024-07-29,owner_11,False,2024-04-22,28,False
1492,deal_368,2024-05-27,Qualification,Pipeline,43201,2024-07-29,owner_11,True,2024-05-27,0,False
1493,deal_368,2024-06-03,Qualification,Pipeline,45391,2024-07-29,owner_11,False,2024-05-27,7,False
1494,deal_368,2024-06-10,Qualification,Pipeline,50794,2024-07-29,owner_11,False,2024-05-27,14,False
1495,deal_368,2024-06-17,Qualification,Pipeline,37573,2024-07-29,owner_11,False,2024-05-27,21,False
1496,deal_368,2024-06-24,Qualification,Pipeline,41129,2024-07-29,owner_11,False,2024-05-27,28,False
1497,deal_368,2024-07-01,Proposal,Best Case,50730,2024-07-29,owner_11,True,2024-07-01,0,False
1498,deal_368,2024-07-08,Proposal,Best Case,37490,2024-07-29,owner_11,False,2024-07-01,7,False
1499,deal_368,2024-07-15,Proposal,Best Case,39860,2024-07-29,owner_11,False,2024-07-01,14,False
1500,deal_368,2024-07-22,Proposal,Best Case,50030,2024-07-29,owner_11,False,2024-07-01,21,False
1501,deal_368,2024-07-29,Negotiation,Commit,42580,2024-07-29,owner_11,True,2024-07-29,0,False
346,deal_369,2024-12-16,Prospecting,Pipeline,31703,2025-03-12,owner_1,True,2024-12-16,0,False
347,deal_369,2024-12-23,Prospecting,Pipeline,41791,2025-03-12,owner_1,False,2024-12-16,7,False
348,deal_369,2024-12-30,Prospecting,Pipeline,42390,2025-03-12,owner_1,False,2024-12-16,14,False
349,deal_369,2025-01-06,Prospecting,Pipeline,35601,2025-03-12,owner_1,False,2024-12-16,21,False
350,deal_369,2025-01-13,Qualification,Pipeline,39383,2025-03-12,owner_1,True,2025-01-13,0,False
351,deal_369,2025-01-20,Qualification,Pipeline,37513,2025-03-12,owner_1,False,2025-01-13,7,False
352,deal_369,2025-01-27,Qualification,Pipeline,42451,2025-03-12,owner_1,False,2025-01-13,14,False
353,deal_369,2025-02-03,Qualification,Pipeline,35204,2025-03-12,owner_1,False,2025-01-13,21,False
354,deal_369,2025-02-10,Proposal,Best Case,37230,2025-03-12,owner_1,True,2025-02-10,0,False
355,deal_369,2025-02-17,Proposal,Best Case,33933,2025-03-12,owner_1,False,2025-02-10,7,False
356,deal_369,2025-02-24,Proposal,Best Case,40132,2025-03-12,owner_1,False,2025-02-10,14,False
357,deal_369,2025-03-03,Proposal,Best Case,33860,2025-03-12,owner_1,False,2025-02-10,21,False
358,deal_369,2025-03-10,Negotiation,Commit,35604,2025-03-12,owner_1,True,2025-03-10,0,False
2482,deal_37,2025-03-24,Prospecting,Pipeline,270189,2025-05-01,owner_13,True,2025-03-24,0,False
2483,deal_37,2025-03-31,Prospecting,Pipeline,270189,2025-05-01,owner_13,False,2025-03-24,7,False
2484,deal_37,2025-04-07,Qualification,Pipeline,270189,2025-05-01,owner_13,True,2025-04-07,0,False
2485,deal_37,2025-04-14,Proposal,Best Case,270189,2025-05-01,owner_13,True,2025-04-14,0,False
2486,deal_37,2025-04-21,Negotiation,Best Case,270189,2025-05-01,owner_13,True,2025-04-21,0,False
2487,deal_37,2025-04-28,Closed Won,Closed,270189,2025-05-01,owner_13,True,2025-04-28,0,False
1502,deal_370,2025-02-24,Prospecting,Pipeline,36591,2025-08-12,owner_11,True,2025-02-24,0,False
1503,deal_370,2025-03-03,Prospecting,Pipeline,38340,2025-07-12,owner_11,False,2025-02-24,7,False
1504,deal_370,2025-03-10,Prospecting,Pipeline,38153,2025-05-12,owner_11,False,2025-02-24,14,False
1505,deal_370,2025-03-17,Prospecting,Pipeline,34832,2025-08-12,owner_11,False,2025-02-24,21,False
1506,deal_370,2025-03-24,Prospecting,Pipeline,36982,2025-04-12,owner_11,False,2025-02-24,28,False
1507,deal_370,2025-03-31,Qualification,Pipeline,31975,2025-08-12,owner_11,True,2025-03-31,0,False
1508,deal_370,2025-04-07,Qualification,Pipeline,30338,2025-08-12,owner_11,False,2025-03-31,7,False
1509,deal_370,2025-04-14,Qualification,Pipeline,28887,2025-05-12,owner_11,False,2025-03-31,14,False
1510,deal_370,2025-04-21,Qualification,Pipeline,31557,2025-05-12,owner_11,False,2025-03-31,21,False
1511,deal_370,2025-04-28,Qualification,Pipeline,34220,2025-07-12,owner_11,False,2025-03-31,28,False
1512,deal_370,2025-05-05,Proposal,Best Case,29923,2025-07-12,owner_11,True,2025-05-05,0,False
1513,deal_370,2025-05-12,Proposal,Best Case,35915,2025-04-12,owner_11,False,2025-05-05,7,False
1514,deal_370,2025-05-19,Proposal,Best Case,38122,2025-04-12,owner_11,False,2025-05-05,14,False
1515,deal_370,2025-05-26,Proposal,Best Case,31342,2025-07-12,owner_11,False,2025-05-05,21,False
1516,deal_370,2025-06-02,Proposal,Best Case,29580,2025-08-12,owner_11,False,2025-05-05,28,False
1517,deal_370,2025-06-09,Negotiation,Commit,34633,2025-06-12,owner_11,True,2025-06-09,0,False
8068,deal_371,2024-01-15,Prospecting,Pipeline,16936,2024-02-24,owner_9,True,2024-01-15,0,False
8069,deal_371,2024-01-22,Prospecting,Pipeline,13379,2024-02-24,owner_9,False,2024-01-15,7,False
8070,deal_371,2024-01-29,Prospecting,Pipeline,15287,2024-02-24,owner_9,False,2024-01-15,14,False
8071,deal_371,2024-02-05,Prospecting,Pipeline,12896,2024-02-24,owner_9,False,2024-01-15,21,False
8072,deal_371,2024-02-12,Prospecting,Pipeline,14638,2024-02-24,owner_9,False,2024-01-15,28,False
8073,deal_371,2024-02-19,Prospecting,Pipeline,15550,2024-02-24,owner_9,False,2024-01-15,35,True
8074,deal_372,2025-02-17,Prospecting,Pipeline,52797,2025-02-07,owner_9,True,2025-02-17,0,False
8075,deal_372,2025-02-24,Qualification,Pipeline,50546,2025-04-07,owner_9,True,2025-02-24,0,False
8076,deal_372,2025-03-03,Proposal,Best Case,58759,2025-03-07,owner_9,True,2025-03-03,0,False
1518,deal_373,2024-04-01,Prospecting,Pipeline,101758,2024-06-13,owner_11,True,2024-04-01,0,False
1519,deal_373,2024-04-08,Prospecting,Pipeline,101758,2024-10-13,owner_11,False,2024-04-01,7,False
1520,deal_373,2024-04-15,Prospecting,Pipeline,101758,2024-10-13,owner_11,False,2024-04-01,14,False
1521,deal_373,2024-04-22,Prospecting,Pipeline,101758,2024-06-13,owner_11,False,2024-04-01,21,False
1522,deal_373,2024-04-29,Prospecting,Pipeline,101758,2024-09-13,owner_11,False,2024-04-01,28,False
1523,deal_373,2024-05-06,Qualification,Pipeline,101758,2024-07-13,owner_11,True,2024-05-06,0,False
1524,deal_373,2024-05-13,Qualification,Pipeline,101758,2024-10-13,owner_11,False,2024-05-06,7,False
1525,deal_373,2024-05-20,Qualification,Pipeline,101758,2024-09-13,owner_11,False,2024-05-06,14,False
1526,deal_373,2024-05-27,Qualification,Pipeline,101758,2024-06-13,owner_11,False,2024-05-06,21,False
1527,deal_373,2024-06-03,Qualification,Pipeline,101758,2024-09-13,owner_11,False,2024-05-06,28,False
1528,deal_373,2024-06-10,Proposal,Best Case,101758,2024-09-13,owner_11,True,2024-06-10,0,False
1529,deal_373,2024-06-17,Proposal,Best Case,101758,2024-07-13,owner_11,False,2024-06-10,7,False
1530,deal_373,2024-06-24,Proposal,Best Case,101758,2024-09-13,owner_11,False,2024-06-10,14,False
1531,deal_373,2024-07-01,Proposal,Best Case,101758,2024-10-13,owner_11,False,2024-06-10,21,False
1532,deal_373,2024-07-08,Proposal,Best Case,101758,2024-06-13,owner_11,False,2024-06-10,28,False
1533,deal_373,2024-07-15,Negotiation,Best Case,101758,2024-10-13,owner_11,True,2024-07-15,0,False
1534,deal_373,2024-07-22,Negotiation,Best Case,101758,2024-10-13,owner_11,False,2024-07-15,7,False
1535,deal_373,2024-07-29,Negotiation,Best Case,101758,2024-07-13,owner_11,False,2024-07-15,14,False
1536,deal_373,2024-08-05,Negotiation,Best Case,101758,2024-06-13,owner_11,False,2024-07-15,21,False
1537,deal_373,2024-08-12,Closed Won,Closed,101758,2024-08-13,owner_11,True,2024-08-12,0,False
4523,deal_374,2024-09-02,Prospecting,Pipeline,21761,2024-11-07,owner_4,True,2024-09-02,0,False
4524,deal_374,2024-09-09,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,7,False
4525,deal_374,2024-09-16,Prospecting,Pipeline,21761,2025-03-07,owner_4,False,2024-09-02,14,False
4526,deal_374,2024-09-23,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,21,False
4527,deal_374,2024-09-30,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,28,False
4528,deal_374,2024-10-07,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,35,True
4529,deal_374,2024-10-14,Prospecting,Pipeline,21761,2025-03-07,owner_4,False,2024-09-02,42,True
4530,deal_374,2024-10-21,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,49,True
4531,deal_374,2024-10-28,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,56,True
4532,deal_374,2024-11-04,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,63,True
4533,deal_374,2024-11-11,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,70,True
4534,deal_374,2024-11-18,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,77,True
4535,deal_374,2024-11-25,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,84,True
4536,deal_374,2024-12-02,Prospecting,Pipeline,21761,2024-12-07,owner_4,False,2024-09-02,91,True
4537,deal_374,2024-12-09,Prospecting,Pipeline,21761,2025-03-07,owner_4,False,2024-09-02,98,True
4538,deal_374,2024-12-16,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,105,True
4539,deal_374,2024-12-23,Prospecting,Pipeline,21761,2024-11-07,owner_4,False,2024-09-02,112,True
4540,deal_374,2024-12-30,Prospecting,Pipeline,21761,2025-02-07,owner_4,False,2024-09-02,119,True
4541,deal_374,2025-01-06,Prospecting,Pipeline,21761,2025-01-07,owner_4,False,2024-09-02,126,True
2878,deal_375,2024-10-14,Prospecting,Pipeline,75128,2025-01-12,owner_13,True,2024-10-14,0,False
2879,deal_375,2024-10-21,Prospecting,Pipeline,71462,2025-04-12,owner_13,False,2024-10-14,7,False
2880,deal_375,2024-10-28,Prospecting,Pipeline,82087,2025-04-12,owner_13,False,2024-10-14,14,False
2881,deal_375,2024-11-04,Prospecting,Pipeline,82994,2025-03-12,owner_13,False,2024-10-14,21,False
2882,deal_375,2024-11-11,Prospecting,Pipeline,79008,2025-03-12,owner_13,False,2024-10-14,28,False
2883,deal_375,2024-11-18,Prospecting,Pipeline,69758,2025-01-12,owner_13,False,2024-10-14,35,True
2884,deal_375,2024-11-25,Qualification,Pipeline,86209,2025-04-12,owner_13,True,2024-11-25,0,False
2885,deal_375,2024-12-02,Qualification,Pipeline,72832,2025-03-12,owner_13,False,2024-11-25,7,False
2886,deal_375,2024-12-09,Qualification,Pipeline,64167,2025-04-12,owner_13,False,2024-11-25,14,False
2887,deal_375,2024-12-16,Qualification,Pipeline,67916,2025-03-12,owner_13,False,2024-11-25,21,False
2888,deal_375,2024-12-23,Qualification,Pipeline,62586,2025-01-12,owner_13,False,2024-11-25,28,False
2889,deal_375,2024-12-30,Qualification,Pipeline,66753,2025-01-12,owner_13,False,2024-11-25,35,True
2890,deal_375,2025-01-06,Proposal,Best Case,68725,2024-12-12,owner_13,True,2025-01-06,0,False
2891,deal_375,2025-01-13,Proposal,Best Case,66464,2024-12-12,owner_13,False,2025-01-06,7,False
2892,deal_375,2025-01-20,Proposal,Best Case,69013,2025-03-12,owner_13,False,2025-01-06,14,False
2893,deal_375,2025-01-27,Proposal,Best Case,89657,2024-12-12,owner_13,False,2025-01-06,21,False
